finding_id,run_id,matched_pair_id,repository,provider,model,path,start_line,end_line,category,severity,word_count,content_sha256,excerpt,has_suggestion,has_existing_code,duplicate_group,is_duplicate_or_rephrase,semantic_overlap_group,adjudication,usefulness,context_status,action_status,no_action_reason,action_evidence,source_path,source_sha256
QSL-022,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/src/engine/executors/pr_remediation/retry_state.rs,645,659,bug,medium,51,c51649733debd27f7c56057b76567ced96d3ee90ea1ae9bb831da533a378eff4,"TOCTOU race in `load_matching_state`: `path.exists()` followed by `std::fs::read_to_string` is racy. Between the check and the read, another process or cleanup task could delete the file, causing a misleading 'read retry state' I/O error in",yes,yes,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-023,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/src/engine/executors/pr_remediation/retry_state.rs,768,778,bug,medium,43,a635f06997e3030fa6ccb912a99578b07ede49487878bca217f6c5086aa5a7ba,"TOCTOU race in `state_sequence`: same `path.exists()` check followed by `read_to_string` creates a race window where the file can be deleted between the check and the read, producing a misleading I/O error instead of `Ok(None)`. Remove the ",yes,yes,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-024,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/src/engine/executors/pr_remediation/retry_state.rs,849,858,bug,medium,44,c731e60f2442e2fe5f9a275c2d7ec30971c4b9fee47e425321de45609dbb4364,"Missing invariant check: `validate_state_invariants` verifies counters against budget and ordinal against max attempts, but does not verify that `launch_ordinal == counters.remediation_attempt_index`. A corrupted or manually-edited state wh",yes,yes,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-025,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/src/engine/executors/pr_remediation/retry_state.rs,659,666,performance,low,68,ebfd02891e3d43efe33912833c11fd8eed9d25ac1e97f95b8b18ca0471cbc22b,Unnecessary double deserialization: `load_matching_state` parses the raw JSON string into `serde_json::Value` and then immediately deserializes that `Value` into `RetryState`. This adds an extra allocation and parse step. Deserialize direct,yes,yes,,no,,not_adjudicated,low,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-026,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/src/engine/executors/pr_remediation/retry_state.rs,871,885,bug,high,74,c8ad450ba0d787d44008b478119dbd62f7a6431b63c6f80dd46a67c33d65a0bc,"Logic inversion in lease-expiry fallback: when `clock.now_rfc3339()` returns an invalid timestamp, the function returns `false` (lease NOT expired). This is the opposite of the safe default. If the system clock is misconfigured or returns m",yes,yes,,no,,not_adjudicated,high,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-027,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/src/engine/executors/pr_remediation/retry_state.rs,645,659,bug,medium,51,90a527fb53aa3615d1974ec7d6c134a592e96133bc6ba6529ea950df7969f861,"TOCTOU race in `load_matching_state`: `path.exists()` followed by `std::fs::read_to_string` is racy. Between the check and the read, another process or cleanup task could delete the file, producing a misleading 'read retry state' I/O error ",yes,yes,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-028,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/src/engine/executors/pr_remediation/retry_state.rs,768,778,bug,medium,43,a635f06997e3030fa6ccb912a99578b07ede49487878bca217f6c5086aa5a7ba,"TOCTOU race in `state_sequence`: same `path.exists()` check followed by `read_to_string` creates a race window where the file can be deleted between the check and the read, producing a misleading I/O error instead of `Ok(None)`. Remove the ",yes,yes,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-029,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/src/engine/executors/pr_remediation/retry_state.rs,849,858,bug,medium,44,c731e60f2442e2fe5f9a275c2d7ec30971c4b9fee47e425321de45609dbb4364,"Missing invariant check: `validate_state_invariants` verifies counters against budget and ordinal against max attempts, but does not verify that `launch_ordinal == counters.remediation_attempt_index`. A corrupted or manually-edited state wh",yes,yes,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-030,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/src/engine/executors/pr_remediation/retry_state.rs,659,666,performance,low,68,ebfd02891e3d43efe33912833c11fd8eed9d25ac1e97f95b8b18ca0471cbc22b,Unnecessary double deserialization: `load_matching_state` parses the raw JSON string into `serde_json::Value` and then immediately deserializes that `Value` into `RetryState`. This adds an extra allocation and parse step. Deserialize direct,yes,yes,,no,,not_adjudicated,low,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-031,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/tests/github_pr_followup_executor_tests.rs,11553,11553,test,medium,77,f9b34bb074932fd21ab6e9590ea2da768be89c123b97d793a5fe4baf69778974,"The concurrency test does not assert that at least one executor succeeded. If both threads fail due to a race condition or locking bug, `successes + failures == 2` still holds (one `Err` and one `Ok(_)` or both `Err`), masking a complete fa",no,yes,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-032,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/tests/github_pr_followup_executor_tests.rs,11707,11710,test,medium,57,58b65f14f91e9348f8068b301dfaf4c2ba970a22261f1b51045a99ab3c923dea,"The corruption-recovery test verifies the tombstone is not written and that `remediation_attempt_index` exists, but does not assert the recovered counter values match the persisted history. A bug in counter deserialization or snapshot selec",no,yes,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-033,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/tests/github_pr_followup_executor_tests.rs,11934,11937,test,medium,60,352e3ece1f2030ff8d6a2c3ac615f94fb922d798848ef37bbf0646a11ced9b04,"The terminal selection test confirms the `selected_source_reason` string and that both candidates appear in `source_artifacts`, but does not verify which artifact was actually selected as the primary failure source. A bug could select the l",no,yes,,no,,not_adjudicated,medium,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-034,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/tests/github_pr_followup_executor_tests.rs,11856,11858,test,low,65,f8cd30c3fc74ad0eb2f024a52f067ea9885c03fa7c83a2bf9a04dd95a373f7bd,"The policy-tightening test covers lower values (tightening) and higher values (expansion rejection), but omits the equal-value boundary where the configured policy exactly matches the persisted budget. This no-op transition should be verifi",no,yes,,no,,not_adjudicated,low,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
QSL-035,QSL,,vybestack/llxprt-luther,StepFun,Step-3.7-Flash,workflow/tests/github_pr_followup_executor_tests.rs,0,0,test,low,75,bc9408c7b4c5fc4e99863ec2f7920f04d66d63d1fe315b27bfe36e00393af83b,"The idempotency test verifies `artifact_sequence` and `idempotency_key` are stable across replays, but does not compare the full terminal artifact content. A bug could mutate `terminal_state`, `source_failure_sequence`, or other fields whil",no,yes,,no,,not_adjudicated,low,not_assessed,not_assessed,outside independently adjudicated matched pair,,$TMPDIR/ocr_issue135_stepfun.log,3d111f20595a5c8467713d97a91ac17a39db2c5a53fefba6f09c61dc9b13ac4e
